id,amount_tsh,funder,gps_height,installer,longitude,latitude,basin,region,district_code,lga,population,scheme_management,extraction_type,management,payment_type,water_quality,quantity,source,waterpoint_type,operational_year,status_group
352,23,456,2004,568,34348,16538,6,3,7,34,29,7,3,7,5,6,1,6,1,45,0
353,18,1196,1576,2116,25935,33695,0,18,2,109,0,7,7,7,6,7,0,3,1,9,2
354,11,855,1354,1071,41454,47190,5,6,7,106,0,10,3,9,1,6,1,8,1,13,0
355,11,425,220,709,50652,15700,6,14,14,99,0,7,7,7,5,6,1,3,1,11,0
356,27,1868,1129,312,10462,36868,3,19,1,94,197,7,8,7,2,6,0,7,4,17,0
357,39,694,1479,390,3616,49222,3,5,1,30,237,7,3,7,6,6,2,8,2,29,1
361,43,1777,697,1908,46725,21824,8,11,5,72,90,7,3,7,2,6,1,6,1,7,0
362,34,1139,1161,390,1098,30245,3,5,3,31,296,3,3,3,6,6,1,6,1,28,0
363,34,1319,2157,1427,24066,8763,6,3,4,91,24,7,3,7,3,6,1,8,1,11,0
366,25,1876,441,390,50937,31636,5,20,2,44,680,7,0,7,1,4,1,7,4,9,2
367,39,1577,1447,1779,3432,42464,3,5,1,30,466,10,3,9,6,6,2,5,1,18,0
368,34,22,1861,390,23596,10227,6,3,4,91,45,8,3,10,1,6,1,6,1,8,0
369,43,657,1791,848,30925,16482,6,3,1,24,0,7,3,7,0,6,1,8,1,13,0
370,71,1394,1265,417,8046,22907,3,15,1,75,296,7,4,7,0,6,1,3,4,34,0
371,11,780,1344,937,41924,47818,5,6,7,106,0,10,3,9,1,6,1,8,1,18,2
373,14,1153,1036,1303,39808,41639,5,0,2,0,197,3,9,3,6,6,3,5,6,7,2
374,34,1781,1042,1919,47537,37219,5,6,3,101,996,7,3,7,2,6,1,8,6,12,0
377,11,855,1624,1071,41919,49076,0,6,7,106,0,10,3,9,1,6,1,8,1,8,0
378,34,564,1853,390,7179,15515,2,15,2,113,237,7,3,7,2,6,1,6,1,37,0
380,18,1196,1371,2116,36746,42544,0,0,1,70,0,7,3,7,2,6,3,8,1,32,0
381,8,290,510,368,42485,22239,8,11,1,36,90,7,14,11,5,6,1,3,1,20,1
382,14,1634,131,1713,56157,4526,7,7,10,47,231,7,8,7,2,6,1,7,4,12,0
384,34,1417,1426,1956,21390,48955,4,17,6,64,466,9,8,11,2,6,2,7,4,13,2
385,27,513,1129,390,5411,51367,3,4,4,6,197,7,0,7,3,6,2,7,4,20,0
386,14,456,1414,390,36904,42791,0,0,2,0,100,7,3,7,6,6,2,8,1,9,0
387,27,211,1129,568,36546,21127,6,2,1,76,197,7,3,7,2,6,2,8,1,14,2
388,18,456,242,390,51480,28335,5,20,3,80,197,7,8,7,5,4,2,7,4,37,0
391,27,524,1279,645,13207,44289,4,13,4,45,426,7,15,7,0,6,1,3,4,23,0
392,71,1866,1580,425,46010,49326,0,6,1,96,0,11,9,8,4,6,1,3,6,7,2
393,18,1196,1688,2116,27479,30046,0,18,2,109,50,0,14,0,5,6,2,3,1,20,0
394,27,1196,1129,2116,11455,7956,1,10,5,21,197,7,15,7,6,4,1,3,4,18,0
395,43,1497,746,1927,53954,32142,5,20,8,68,0,7,8,7,2,4,0,7,4,19,2
397,18,979,1093,390,30981,2696,7,16,2,111,426,7,9,7,5,6,1,6,1,10,0
398,11,1880,373,1977,49316,25633,8,14,1,3,75,8,6,10,5,6,1,6,1,9,0
399,27,456,1129,534,35363,27778,8,2,4,11,197,7,7,7,5,6,2,3,2,20,0
400,71,456,1449,425,46240,46640,5,6,1,96,0,0,3,0,1,6,2,8,1,42,2
401,34,456,991,273,45883,39377,5,6,2,84,19,10,3,9,1,6,2,8,6,50,2
402,27,261,1129,272,18482,6683,1,10,3,46,197,7,3,7,2,6,0,8,1,15,2
404,18,624,496,736,50975,2541,7,12,12,57,0,7,4,7,5,4,1,3,4,10,2
406,11,935,1903,1007,30290,37213,0,8,3,63,182,7,9,7,2,6,0,7,6,30,2
410,34,292,380,390,34884,10769,6,11,4,122,0,12,15,7,2,6,2,7,4,22,2
411,34,1419,1426,1957,22011,41872,0,17,6,64,466,11,3,8,5,6,1,0,2,13,0
412,27,1866,1129,1509,38436,26144,8,2,3,43,197,7,14,7,5,4,0,3,2,15,2
413,34,727,1322,807,50281,30418,5,20,1,52,0,7,3,7,2,6,1,8,1,45,1
414,14,62,171,41,53642,19534,8,14,13,69,100,7,4,7,2,7,0,7,4,8,2
415,27,456,1754,390,1145,34121,3,5,2,28,503,11,3,9,1,6,1,8,2,11,0
416,34,1541,335,390,36695,15304,6,11,4,122,0,12,8,7,2,6,1,7,4,7,0
417,48,1634,1721,1713,34797,17254,6,3,7,34,384,7,15,7,2,6,1,1,4,11,2
420,34,1546,1121,1060,31999,2769,1,16,4,112,426,2,4,1,3,6,3,7,4,31,0
421,27,261,1129,272,19421,7458,1,10,3,46,197,7,3,7,1,6,2,8,1,15,0
422,29,537,1410,614,19438,54637,4,9,3,82,247,7,8,7,2,6,1,7,4,21,0
423,43,456,813,390,51356,29128,5,20,3,80,197,7,4,7,2,7,4,7,4,37,2
424,27,1830,1129,297,34760,25768,8,2,5,14,197,7,7,7,5,4,0,3,1,18,2
425,48,1392,837,390,2586,20862,3,15,3,92,0,7,8,7,2,6,2,7,4,25,2
426,27,1830,1129,297,33605,25614,8,2,5,14,197,7,7,7,5,6,0,3,1,18,2
429,48,64,1947,97,34576,15813,6,3,7,34,100,7,3,7,0,6,1,8,1,8,0
430,11,1649,1633,1728,20697,26176,0,18,3,56,296,12,0,7,5,4,1,7,4,29,0
431,27,1866,1129,1359,15155,36520,0,19,2,19,197,11,14,7,5,4,1,3,2,19,0
432,34,979,1426,1161,20128,42142,0,17,2,58,466,9,15,11,4,6,0,7,4,13,2
433,18,395,346,487,48438,7608,7,7,13,49,247,7,8,7,2,6,0,7,4,35,2
434,34,1372,1879,10,26306,10460,6,3,4,91,149,8,3,10,1,6,1,8,1,8,0
435,29,585,335,390,40521,17993,6,11,3,35,100,8,3,7,2,6,1,6,1,14,0
436,27,136,1129,390,34868,32345,0,2,1,42,197,7,3,7,2,6,1,8,1,14,1
437,17,390,345,484,53088,5159,7,7,14,98,812,7,9,7,2,6,0,7,6,42,2
438,34,1118,409,390,46224,25508,8,11,6,83,80,7,15,7,2,6,2,7,4,22,2
439,34,1876,1427,390,21508,57516,4,17,1,5,466,9,8,11,3,6,1,7,4,12,0
440,27,618,1129,732,3454,49783,3,4,11,89,197,7,4,7,2,6,1,7,4,15,0
441,25,53,681,30,42727,24547,8,11,1,36,752,7,9,7,2,6,2,7,6,23,2
442,27,210,1129,297,34828,26540,8,2,5,14,197,7,3,7,2,6,2,8,1,18,0
443,27,1668,1279,1824,14361,48706,4,13,4,45,426,7,15,7,2,6,1,7,4,23,0
444,34,261,1797,406,23395,5606,1,3,5,51,1,7,3,7,0,6,1,8,1,23,0
445,34,456,391,390,34936,10800,6,11,4,122,0,7,3,7,2,6,0,6,1,48,2
446,27,456,1129,390,4968,56240,4,4,1,26,197,7,3,7,2,6,0,6,1,14,2
447,27,456,1129,571,14274,16818,2,10,1,13,197,7,4,7,2,6,1,7,4,14,0
448,48,261,1102,336,29143,17215,6,3,1,24,0,7,3,7,0,6,1,8,1,31,0
449,12,456,1371,1475,41002,46300,5,0,7,65,130,7,3,7,6,6,2,8,1,25,0
450,44,1742,967,390,33379,2317,7,16,2,111,426,7,3,7,2,6,0,6,1,39,2
451,27,302,1129,425,17886,31435,0,19,3,124,197,7,0,7,2,6,0,7,4,17,0
452,34,1719,1697,390,28000,12115,6,3,4,91,80,7,3,7,1,6,1,8,1,11,0
454,18,307,2166,375,30846,36617,0,8,1,2,159,10,3,9,5,6,2,8,1,22,0
455,18,41,377,423,51534,19726,8,14,12,39,552,7,9,7,2,6,2,3,4,23,2
456,27,513,1129,390,5912,55817,4,4,2,7,197,7,15,7,2,6,1,7,4,18,0
457,27,1196,1129,2116,22581,13742,6,10,7,59,197,10,3,9,2,6,3,6,1,14,2
458,12,543,1384,660,41107,44004,5,0,7,65,384,8,14,10,6,6,1,3,1,10,0
459,34,1408,1426,390,6954,42782,3,17,5,9,466,9,8,11,6,6,0,7,4,13,2
460,27,1693,1129,1830,8845,29367,3,19,4,123,197,7,0,7,2,6,2,7,4,21,2
461,18,1196,1675,2116,27804,33911,0,18,2,109,0,7,14,7,5,6,2,3,1,20,2
462,34,1139,1033,1474,144,31769,3,5,3,31,57,7,3,7,1,6,1,6,2,37,1
463,26,261,1788,336,30633,17108,6,3,1,24,207,7,3,7,0,6,1,8,1,37,0
464,34,1417,1426,390,16791,40466,0,17,8,40,466,9,9,11,6,6,1,7,6,13,2
465,59,261,1325,336,33445,19086,6,3,1,24,0,7,3,7,0,6,1,8,1,28,0
468,18,1765,448,1875,51791,2591,7,12,12,57,466,7,4,7,5,5,1,7,4,34,2
469,12,324,359,430,48932,25281,8,14,1,3,921,7,4,7,5,4,2,7,4,7,0
471,27,1196,1129,2116,18839,13211,6,10,7,59,197,8,3,10,1,6,2,6,1,14,0
472,27,456,1129,390,5067,56284,4,4,1,26,197,7,3,7,2,6,0,6,1,14,2
474,44,456,1135,297,21303,13115,6,3,3,55,35,8,3,10,0,6,1,8,1,30,0
475,49,1501,1873,1576,26977,6098,1,3,4,91,40,8,3,10,0,6,1,8,1,12,0
476,18,608,95,723,56455,4790,7,7,10,47,210,8,6,10,5,6,1,3,2,13,0
477,48,1649,1517,1728,2708,26744,3,15,1,75,384,11,4,8,2,6,1,3,4,39,2
478,34,1323,2136,10,25028,8527,6,3,4,91,115,8,3,10,1,6,1,8,1,9,0
479,27,261,1129,272,19791,7021,1,10,3,46,197,7,3,7,1,6,1,8,1,15,0
480,34,729,1405,808,47851,35165,5,6,3,101,120,11,3,7,2,6,1,8,1,18,1
481,27,72,1129,390,37693,24321,8,2,3,43,197,7,9,7,2,4,0,7,6,15,2
482,29,608,1316,723,17647,54218,4,9,3,82,343,7,0,7,6,4,1,3,4,7,0
483,27,1417,1129,423,9659,31154,3,19,3,124,197,7,9,7,4,7,1,3,6,17,2
484,25,513,1699,603,26338,54732,4,9,2,103,935,2,8,11,2,6,2,7,4,25,0
485,8,1107,1634,1282,31432,42874,0,0,11,27,247,7,3,7,5,6,1,6,1,9,0
486,34,1417,1426,390,9700,37498,3,17,3,25,466,12,9,11,6,3,0,7,6,13,2
487,29,608,1358,723,17877,54108,4,9,3,82,343,7,0,7,6,6,1,3,4,7,0
488,25,292,333,390,40302,17565,6,11,3,35,296,8,3,7,1,6,2,6,1,20,0
489,34,1742,1760,390,25179,11063,6,3,4,91,50,8,3,10,1,6,1,6,1,42,1
490,34,1649,847,1728,35826,4494,6,16,5,86,247,9,15,3,3,6,2,7,4,35,0
491,14,1203,1661,390,38227,44381,5,0,2,0,197,7,3,7,2,6,1,8,2,22,0
492,34,1866,1426,741,15984,42057,0,17,8,40,466,12,3,6,6,7,4,3,2,13,2
493,27,727,1129,807,10654,11680,2,10,6,62,197,7,8,7,3,6,1,7,4,18,0
494,34,1629,1836,1812,49244,32731,5,20,1,52,0,7,3,7,2,6,1,8,1,35,1
495,53,456,1111,390,925,31461,3,5,2,31,333,11,3,7,0,6,1,6,1,46,0
498,34,1884,1427,1981,21508,57516,4,17,1,5,466,3,3,3,2,6,3,5,1,14,0
500,34,1257,354,1394,36531,16242,6,11,3,35,100,12,8,7,1,6,1,7,4,18,0
501,18,28,1560,21,20687,54120,4,9,4,10,247,9,8,11,3,6,1,7,4,23,0
502,34,419,1426,521,19936,42169,0,17,2,58,466,7,3,7,4,6,3,6,2,13,2
504,11,302,94,390,52890,27671,5,20,5,95,466,7,14,7,5,6,1,6,2,10,0
505,11,855,1334,1071,41450,47032,5,6,7,106,0,10,3,9,1,6,1,8,1,19,0
506,34,1541,349,390,37928,15638,6,11,3,122,552,12,9,7,1,6,1,3,4,7,0
509,18,1196,1330,2116,28826,29694,0,18,2,109,0,7,7,7,6,7,0,3,1,52,2
510,27,211,1129,567,31489,27015,0,2,6,4,197,7,4,7,2,6,1,7,4,18,0
511,22,390,237,509,57091,2103,7,12,1,77,964,7,14,7,5,6,1,3,2,44,0
512,48,1649,1575,1728,26761,35668,0,18,1,23,192,7,8,7,3,6,1,7,4,23,1
513,18,0,62,1,55122,21405,8,1,2,20,100,9,14,11,5,6,1,3,1,9,0
514,27,1196,1129,2116,21418,13185,6,10,7,59,197,7,3,7,1,6,3,6,1,14,0
515,29,295,385,369,33278,13433,6,11,3,35,296,7,3,7,2,6,2,6,1,15,2
516,27,524,1279,645,13963,49538,4,13,4,45,426,7,0,7,2,6,1,3,4,23,0
517,25,176,1662,198,29654,9213,6,3,4,91,34,8,3,10,1,6,1,6,1,22,0
518,34,1713,1762,1777,28966,7480,6,3,4,91,19,7,3,7,2,6,1,8,1,9,0
520,5,456,992,390,44266,44196,5,6,4,73,0,7,3,7,6,6,2,8,6,48,2
521,34,39,1689,390,425,32912,3,5,3,31,139,7,3,7,6,6,1,8,5,10,1
523,34,1319,2174,10,24734,7931,6,3,4,91,149,7,3,10,1,6,1,8,1,9,0
524,34,345,1381,390,20523,49270,4,17,1,5,466,9,8,11,2,6,2,7,4,22,1
525,34,288,1697,1946,26976,30372,0,18,4,110,89,9,4,11,2,6,1,3,4,8,0
526,27,261,1129,390,2785,52571,4,4,11,89,197,7,3,7,2,6,1,8,1,15,1
527,27,513,1325,390,11878,53667,4,13,1,121,247,12,9,7,2,6,2,7,6,31,2
529,34,456,1426,390,16960,48793,4,17,2,58,466,9,15,11,2,6,0,7,4,14,2
530,34,1649,1521,1728,48047,34611,5,6,3,101,95,11,3,7,2,6,1,8,1,14,2
531,34,1417,1426,1956,21773,47687,0,17,6,64,466,9,8,11,2,4,1,7,4,13,0
532,34,302,752,423,45201,41252,5,6,2,84,353,2,12,1,2,6,1,7,4,32,2
533,34,1408,1426,390,6457,42492,3,17,5,9,466,9,8,11,6,4,1,7,4,13,1
534,27,337,1129,390,8893,29713,3,19,4,123,197,7,8,7,2,6,2,7,4,21,2
535,27,279,1129,360,7176,52938,4,4,8,12,197,8,8,10,1,6,1,7,4,12,0
537,34,345,1426,401,14388,38857,0,17,3,104,466,9,15,11,2,6,1,7,4,13,0
538,18,1196,1713,2116,28412,29066,0,18,2,109,0,7,9,7,6,7,0,7,6,42,2
539,34,1417,1426,390,9259,45781,3,17,3,25,466,12,8,11,6,3,1,7,4,14,0
540,34,288,1542,1946,24970,30837,0,18,4,110,0,9,0,11,4,6,0,3,4,17,2
541,27,1271,1279,1644,10798,52367,4,13,5,102,426,7,15,7,2,6,2,7,4,23,2
542,11,855,1485,1071,40885,48217,0,6,7,106,0,10,3,9,1,6,1,8,1,19,0
543,34,655,1358,846,48285,36477,5,6,3,101,19,7,3,7,2,6,2,8,1,18,0
544,18,1893,1898,2060,24427,56630,4,9,1,118,804,12,4,7,6,6,1,7,4,13,2
545,27,838,1129,930,35434,24839,8,2,4,11,197,7,7,7,5,6,2,3,2,20,0
546,18,395,525,487,47863,5282,7,7,13,49,247,7,9,7,4,6,0,7,6,40,2
548,44,456,1295,390,1601,34058,3,5,2,28,592,11,3,9,0,6,1,6,1,18,1
549,29,537,1458,614,19449,54762,4,9,3,82,247,7,9,7,6,6,1,7,6,31,2
550,27,513,1129,603,6572,56010,4,4,2,7,197,7,3,7,1,6,1,6,1,18,0
551,18,721,770,805,40960,243,7,16,1,120,0,7,14,7,5,6,1,3,2,8,1
553,27,1023,1129,1199,34852,32883,0,2,1,42,197,7,7,7,5,6,1,3,1,14,0
554,59,302,989,423,45904,39691,5,6,2,84,64,10,3,9,1,6,2,8,1,6,0
555,25,568,535,697,41836,22079,8,11,1,36,149,9,9,11,2,6,1,7,6,20,1
556,25,1461,1332,1563,22965,55727,4,9,2,103,552,2,3,1,4,6,3,5,1,23,0
557,27,246,1279,250,13205,57516,3,13,6,15,426,7,9,7,2,6,2,5,1,23,0
558,34,1868,1426,2048,17836,45675,0,17,2,58,466,9,8,11,4,6,3,7,4,14,0
559,18,1273,55,404,51163,22826,8,14,1,3,29,0,6,4,5,6,1,6,1,9,0
560,27,1139,1391,1259,1425,34541,3,5,2,28,343,11,3,7,1,6,1,6,1,38,0
562,18,899,1230,390,15322,53264,4,9,4,10,552,9,9,11,2,6,0,7,6,23,2
564,25,588,1062,390,95,32047,3,5,3,31,144,9,3,11,1,6,1,8,2,13,1
565,39,1644,1441,1722,3019,38976,3,5,1,30,169,7,3,7,6,6,2,8,1,17,2
566,27,1866,1129,1359,20141,37425,0,19,2,19,197,11,3,7,5,6,2,0,2,19,2
567,34,1634,1816,390,8347,15084,2,15,2,113,680,7,9,7,2,6,1,8,6,15,0
569,27,1196,1129,2116,16709,11181,1,10,4,100,197,7,3,7,2,6,1,8,1,20,0
571,27,232,1129,390,6510,50414,3,4,4,6,197,7,8,7,1,3,1,7,4,20,0
572,18,971,1385,690,23383,27076,6,18,3,56,426,7,7,7,2,6,2,3,2,49,2
573,18,1296,377,1418,50266,484,7,12,17,87,99,7,8,7,2,0,0,7,4,10,2
574,34,1417,1426,390,10033,38557,4,17,3,25,466,12,9,11,6,3,0,7,6,14,2
575,27,1196,1129,2116,22578,13871,6,10,7,59,197,10,3,9,2,6,3,6,1,14,0
576,34,292,325,390,37666,16233,6,11,3,35,197,12,14,7,1,6,2,3,1,21,2
578,12,495,1251,634,40196,43380,5,0,7,65,89,7,6,7,6,6,2,6,1,13,2
579,50,261,1669,390,27874,14001,6,3,2,91,50,7,3,7,0,6,2,8,1,18,1
580,34,22,1767,390,28014,11405,6,3,4,91,50,7,3,7,1,6,1,8,1,9,0
581,18,396,378,505,56545,2344,7,12,4,116,426,10,14,7,2,6,3,3,2,40,2
582,27,255,1129,329,9121,15389,2,10,6,62,197,7,13,7,2,6,2,3,4,18,2
583,29,585,349,390,34999,14310,6,11,3,35,466,12,8,7,2,6,2,7,4,12,0
585,27,1259,1279,1395,13205,57516,4,13,6,15,426,7,14,7,2,6,0,3,2,23,2
586,34,1634,1426,1713,18785,39884,0,17,8,40,466,9,8,11,6,6,3,7,4,13,0
587,18,390,76,509,57019,4255,7,12,1,77,296,12,9,7,6,6,1,3,6,37,2
588,34,1408,1426,390,6253,42887,3,17,5,9,466,9,8,11,6,6,1,7,4,13,0
589,44,979,1057,390,31341,2768,1,16,2,111,384,7,3,7,3,6,1,6,1,17,0
590,27,1205,1228,1331,1565,33139,3,5,2,28,909,11,3,9,1,6,1,6,2,22,2
591,27,513,1129,390,4712,55124,4,4,1,26,197,8,3,7,0,6,1,8,1,14,0
592,51,1501,1616,1657,25989,12506,6,3,4,91,65,7,3,7,0,6,1,8,1,7,0
593,34,1408,1426,390,8055,39962,3,17,5,9,466,9,8,11,6,6,1,7,4,13,0
594,14,456,1680,390,37182,45866,5,0,2,0,197,7,9,7,2,6,1,3,6,52,2
595,53,1394,966,390,5609,19080,2,15,1,75,120,7,3,7,0,6,2,8,1,33,1
596,34,36,409,900,46164,25532,8,11,6,83,29,7,9,7,2,6,3,7,6,8,2
597,5,180,1194,390,44795,43792,5,6,4,73,29,10,3,9,5,6,1,8,1,11,0
598,27,456,1129,568,36935,24172,8,2,1,76,197,7,3,7,5,6,1,8,1,14,0
599,18,271,191,348,53399,22203,8,14,2,29,582,11,14,5,2,6,2,6,1,10,2
600,48,1136,1672,390,4711,19458,2,15,3,92,0,7,4,7,0,7,4,3,4,36,2
601,23,292,380,390,39595,12286,6,11,4,122,0,12,15,7,1,6,2,7,4,13,2
602,34,1417,1426,1956,21104,42610,0,17,6,64,466,9,8,11,2,6,1,7,4,13,0
603,27,624,1129,390,4856,56524,4,4,1,26,197,7,3,7,2,6,2,6,1,14,0
604,14,1196,1688,2116,27529,32687,0,18,2,109,0,7,14,7,5,6,2,3,1,20,0
605,53,261,1015,336,30807,18464,6,3,1,24,0,7,3,7,0,6,1,8,1,36,0
606,48,1501,1749,1576,27699,12123,6,3,4,91,40,7,12,9,0,6,1,1,4,10,0
607,27,513,1129,390,3903,56079,4,4,1,26,197,12,3,1,2,6,3,5,1,14,0
609,12,456,1399,1474,39079,43196,5,0,7,65,69,7,3,7,6,6,2,8,2,57,2
610,27,261,1129,272,18943,6305,1,10,3,46,197,7,3,7,2,6,0,8,1,15,2
613,34,456,418,390,46327,25572,8,11,6,83,178,7,15,7,2,6,2,7,4,8,0
614,34,456,542,390,44254,21170,8,11,6,83,130,7,15,7,2,4,2,7,4,11,2
615,27,1579,1279,1644,8762,52231,4,13,5,102,426,7,8,7,6,6,2,7,4,23,0
616,49,550,1816,390,30664,16972,6,3,1,24,276,7,3,7,0,6,1,8,1,13,0
617,34,456,381,390,35545,15626,6,11,3,35,100,12,3,7,3,6,2,3,1,14,0
618,18,0,145,1,54149,20798,8,1,2,20,149,4,14,4,5,6,1,1,1,20,0
619,27,513,1129,603,7420,52778,4,4,8,12,197,8,8,10,1,6,1,7,4,12,0
620,23,80,1551,56,38058,43822,5,0,2,0,197,4,14,4,5,6,1,3,2,17,0
622,34,971,1020,390,33942,3159,6,16,5,86,75,7,3,7,2,6,2,6,1,44,2
623,14,1426,22,1608,57147,4850,7,7,10,47,338,7,4,7,2,4,2,3,4,9,2
624,34,15,2160,10,24372,7816,6,3,4,91,45,7,3,7,1,6,1,8,1,9,0
626,27,345,1270,390,12196,57516,4,13,1,54,384,9,9,11,6,6,1,4,6,25,2
627,27,456,1656,390,673,35094,3,5,2,28,426,11,9,7,2,6,1,5,1,7,0
628,27,1196,1129,2116,22948,14523,6,10,7,59,197,8,3,10,2,6,3,6,1,14,0
630,18,807,513,424,51478,4490,7,7,3,85,197,7,9,7,2,6,0,7,6,14,2
631,27,1730,1129,1847,7012,54478,4,4,3,81,197,7,6,7,2,6,1,8,1,15,0
632,27,1868,1129,2044,15922,32397,0,19,2,19,197,11,8,7,2,7,1,7,4,19,0
633,34,261,918,337,35558,3798,6,16,5,86,466,8,3,3,2,6,1,6,1,40,2
634,50,261,1789,390,28873,14024,6,3,2,79,50,7,15,7,0,6,1,7,4,18,0
636,27,1196,1129,2116,17108,13823,6,10,7,59,197,7,3,7,0,6,3,6,1,14,1
637,27,136,1129,567,30870,26492,0,2,6,4,197,7,8,7,2,6,1,7,4,18,0
638,27,1866,1129,567,31492,24809,0,2,6,4,197,7,8,7,2,6,3,5,4,18,0
639,14,456,1148,390,39157,42172,5,0,2,0,149,7,3,7,2,6,2,8,1,19,0
640,27,165,1129,390,34134,30737,0,2,1,42,197,7,15,7,2,6,1,7,4,14,0
641,34,345,1426,401,14578,39068,0,17,3,104,466,9,8,11,2,6,3,7,4,13,2
642,18,456,382,1503,51904,3580,7,7,3,85,544,7,9,7,2,7,0,3,1,43,2
644,12,1650,932,1729,46946,37674,5,6,3,101,247,11,14,7,5,6,2,3,2,8,0
645,48,261,1804,336,23698,5786,1,3,5,51,28,7,3,7,0,6,3,8,1,32,0
648,27,608,1279,748,14305,50998,4,13,4,45,426,7,0,7,2,6,1,3,4,23,0
649,14,418,500,496,52957,2426,7,12,12,57,0,7,9,7,2,6,0,7,6,37,2
650,25,513,1519,645,22848,54668,4,9,2,103,197,9,8,11,2,6,1,7,4,22,2
651,34,456,1609,571,27778,683,7,16,3,61,68,7,3,7,6,6,1,8,1,15,1
652,27,261,1129,337,11027,11938,2,10,6,62,197,7,15,7,2,6,1,3,4,18,2
654,34,345,1427,390,21508,57516,4,17,1,5,466,9,9,11,2,6,0,7,6,14,2
655,5,180,921,390,44962,42883,5,6,4,73,19,10,3,9,5,6,1,8,1,11,0
656,29,446,391,561,41741,18822,6,11,1,36,100,7,15,7,1,6,1,7,4,38,2
657,34,1458,367,122,35762,12269,6,11,4,122,384,12,9,1,2,6,0,7,4,9,2
658,18,971,908,2033,28575,26205,0,18,3,56,247,7,7,7,2,6,1,3,2,44,2
659,29,337,56,390,51376,17437,6,14,14,99,0,7,7,7,4,6,2,3,1,46,2
661,67,1280,775,423,44831,38867,5,6,2,84,314,4,2,4,0,7,1,0,1,7,0
662,34,345,1427,390,21508,57516,4,17,1,5,466,9,8,11,6,6,1,7,4,14,0
664,27,261,1129,272,18904,6889,1,10,3,46,197,7,3,7,2,6,0,8,1,15,2
665,11,820,1480,961,42298,47540,5,6,7,106,0,10,3,9,1,6,1,8,1,21,0
666,27,456,1279,571,13205,57516,3,13,6,15,426,7,9,7,2,6,2,5,1,23,0
667,39,1649,1450,299,3523,41358,3,5,1,30,149,7,3,7,6,6,1,8,5,20,0
668,43,261,1687,336,31939,17268,6,3,1,24,0,7,3,7,1,6,1,8,1,37,0
669,18,0,127,1,54170,20994,8,1,2,20,100,4,14,4,5,5,1,3,1,9,0
670,8,428,163,523,55862,4305,7,7,10,47,123,7,4,7,5,6,1,3,4,8,0
672,39,1645,1401,1722,2659,38798,3,5,1,30,130,7,3,7,6,6,1,8,1,15,2
673,27,1196,1129,2116,13903,7144,1,10,5,21,197,7,3,7,6,6,3,8,1,18,0
674,8,1107,1659,1282,31422,42973,0,0,11,27,149,7,3,7,5,6,1,6,1,9,0
675,25,1620,339,390,46883,19472,8,11,2,71,50,7,8,7,3,7,3,7,4,11,2
676,34,1372,1426,1526,8309,45079,3,17,5,9,466,3,8,3,6,6,1,3,4,13,1
677,27,1196,1129,2116,27275,15959,6,10,7,59,197,8,3,10,2,6,3,6,1,14,0
678,34,230,2108,305,23814,9299,6,3,4,91,29,7,3,7,3,6,1,8,2,35,0
679,27,1249,1129,390,5599,57166,4,4,7,66,197,7,15,7,2,6,1,7,4,14,1
680,27,1830,1129,297,32178,26132,0,2,5,14,197,7,7,4,5,6,0,3,1,18,2
681,27,456,1129,571,13462,14447,2,10,1,13,197,7,3,7,1,6,1,8,1,14,1
683,27,727,1129,807,13818,10697,2,10,6,62,197,7,8,7,3,6,3,7,4,18,2
684,27,1579,1279,1644,10141,52773,4,13,5,45,426,7,15,7,2,4,0,7,4,23,2
686,43,1868,1441,1567,25033,33996,0,18,1,23,262,9,0,11,0,6,1,3,4,15,0
687,27,1196,1129,2116,13369,7286,1,10,5,21,197,7,3,7,6,6,3,8,1,18,0
688,23,261,1094,390,810,30095,3,5,3,31,125,9,3,7,1,6,1,6,2,13,1
689,18,396,305,390,56672,2031,7,12,4,116,0,10,14,7,5,6,2,3,1,21,0
690,27,1868,1129,390,7753,57399,4,4,2,7,197,7,3,7,2,6,2,8,5,18,1
691,34,1379,1661,1525,29305,9870,6,3,4,91,45,7,3,7,2,6,0,6,1,25,2
692,34,1273,2249,2056,23490,8688,1,3,4,91,100,7,3,11,3,6,2,8,1,9,0
693,27,1742,1129,1852,14344,10733,2,10,2,60,197,7,15,11,2,6,1,7,4,18,0
694,38,552,1045,390,341,31504,3,5,3,31,426,9,3,7,1,6,1,6,2,11,1
695,18,1273,31,404,53500,23717,8,14,1,3,50,0,6,4,5,6,2,6,1,7,0
696,11,780,1321,937,42109,47606,5,6,7,106,0,10,3,9,1,6,1,8,1,10,0
697,4,179,1530,390,43384,47473,5,6,4,73,24,10,3,9,5,6,1,6,1,12,0
699,12,180,777,390,44578,41612,5,6,4,73,60,10,14,9,5,6,1,3,1,11,0
700,27,1196,1129,2116,18610,9365,1,10,4,100,197,7,3,7,6,6,1,8,1,20,0
701,34,345,1427,390,21508,57516,4,17,1,5,466,9,15,11,2,6,1,7,4,14,2
702,27,1866,1129,1060,10565,30977,3,19,6,115,197,10,7,9,2,6,0,3,2,19,2
703,27,230,1129,1779,3477,52711,4,4,11,89,197,7,3,7,2,6,1,8,6,15,0
705,28,1705,746,1768,45485,27869,5,20,7,33,0,7,3,7,2,6,2,8,1,43,2
706,34,207,780,222,47887,34376,5,6,3,101,120,11,3,7,1,6,2,8,1,21,0
709,18,801,236,119,53789,14796,7,7,9,37,439,12,9,7,2,4,1,7,4,37,0
