id,status_group
19625,functional needs repair
44799,functional needs repair
36158,non functional
36397,functional
13057,functional needs repair
5874,functional needs repair
9067,functional needs repair
15956,functional
3693,non functional
65220,non functional
31365,functional needs repair
60072,non functional
45524,functional
536,non functional
21099,functional needs repair
45506,functional needs repair
39120,functional needs repair
66657,non functional
20094,functional
20309,non functional
49113,functional needs repair
44016,functional needs repair
7210,non functional
34555,functional
16088,non functional
25292,functional needs repair
60748,functional
27452,functional
59367,functional needs repair
59662,functional
63833,non functional
63706,functional
40887,functional needs repair
3501,functional
20532,functional
1386,non functional
34149,functional needs repair
43398,functional needs repair
49223,functional needs repair
58176,functional needs repair
57623,non functional
12860,functional
30913,functional needs repair
45960,non functional
34432,functional needs repair
17486,functional
65669,functional needs repair
37837,non functional
73292,functional
11651,non functional
29408,functional
37866,functional needs repair
69690,functional needs repair
53995,functional needs repair
53366,functional needs repair
39328,functional
2320,functional
67731,functional needs repair
57014,non functional
62940,non functional
50725,functional
2855,non functional
25922,functional needs repair
19440,functional
31206,functional needs repair
2349,functional needs repair
57290,functional
9508,functional
66849,functional needs repair
62431,functional needs repair
23245,non functional
21360,functional
44870,non functional
64287,functional needs repair
44968,functional
61846,functional
49580,non functional
15928,functional needs repair
25900,non functional
31819,non functional
48103,functional needs repair
49852,functional
17098,functional
1767,functional
33791,non functional
60357,functional needs repair
27287,functional needs repair
50174,functional
60161,non functional
10484,functional
33521,functional needs repair
56320,functional needs repair
33643,functional
22899,functional
63343,non functional
29869,non functional
41463,functional
23539,functional needs repair
2230,functional needs repair
26037,functional
375,functional
39654,functional needs repair
53096,non functional
60168,non functional
16990,non functional
21007,functional
14315,functional needs repair
2177,functional
49269,non functional
4671,functional needs repair
44176,functional needs repair
40998,functional needs repair
7333,functional
64091,non functional
68831,non functional
42058,functional
7902,non functional
65022,functional needs repair
28086,functional needs repair
45360,functional needs repair
45083,functional needs repair
32905,non functional
39259,non functional
38013,non functional
38895,functional
35123,functional needs repair
7111,functional needs repair
35613,non functional
49983,non functional
7539,non functional
70967,functional needs repair
37779,functional
17732,functional needs repair
40619,functional needs repair
13128,functional
62321,functional needs repair
41884,functional needs repair
22763,non functional
56616,non functional
48446,functional
59810,non functional
15364,functional needs repair
28596,functional needs repair
16194,non functional
63304,functional
18910,functional needs repair
60481,non functional
42567,non functional
44374,functional needs repair
1807,functional needs repair
51223,non functional
15702,functional needs repair
11806,functional needs repair
54631,functional needs repair
27402,non functional
3372,functional needs repair
64730,functional needs repair
17064,non functional
26829,functional
9453,functional
67241,functional needs repair
